msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel
o72zJtGrIK1TZffRNjBavD7GVSySuHqg7QxUIQV+fhE=,39,30,149,149,1,20161031,20161225,0
pQESWIcgSdKj9EKXwO7Gh7XnZEwJfbioA3fNImKPMAk=,41,30,149,149,1,20161231,20170131,0
cPYXCH2eUAWWtqUNGvvr3u2ojPlOWLnqWKs9ppd/1J8=,34,30,149,149,1,20160930,20161031,0
rhEecBl1zFABl1cEJorr5faNC68q8EeeAjSpVe8LGq8=,39,30,149,149,1,20160731,20160921,0
/9sVJt1of04voaT1CnNUsHirSQFaVpejUbZi/pTLjmM=,36,30,180,180,1,20161008,20161108,0
61WUMmWERwOVKSsMfbKGcEoJ5PVqo5dlBNYjdO9vkGw=,41,30,99,99,1,20160730,20160831,0
hfAtZpWjQ7M77JhxO6R5bUSPEyStfkk3jf8Ny0cRjhQ=,41,30,129,129,1,20160716,20160817,0
A5FhpfBWA9rl2imGsbJPq3rsNE7epIEN5jS6MHo3b88=,41,30,99,99,1,20160825,20160925,0
aXbt3iFVW4evH9PTDuKbftaIzlsWYJ291TiRVrzVVmY=,41,30,149,149,1,20160915,20161015,0
tF1Q9xki55IfZ6aJ/2RE2PZtxXXeB/Dp+yfLApUDZSA=,34,30,149,149,1,20161031,20161130,0
CdAI6I+aKZEN7pFpj7xH6yUFNqkuk7iWrvvoaPPCjD8=,31,30,149,149,1,20160731,20160903,0
6TILkjHB4tfTRXHb7cd3AsbmT7DD8fzvXuS4Zw94t3M=,29,30,180,180,0,20160906,20161006,0
uHBNoWXcHvqp7tfJFjNG8U5dR6XTS3ztPMX+hWWhR8k=,41,30,99,99,1,20161116,20161216,0
jE0dfl+d2/alvTvnSvrjV0ScB8/SKjiIO5sQ0hUxxKQ=,29,30,180,180,0,20160705,20160804,0
j43RswOb1tfXJET6n7sfAkrs4HyMi0AbF5W0d+4+qmw=,41,30,99,99,1,20161130,20161231,0
69ZJjZoTSYWXw+jK0v5De5RkfAaaWHOWKGTpMp+WFqo=,33,30,149,149,1,20161231,20170131,0
s5xe/w56xxHy43pG5UA3L9FkCMFKqzKTHYGhDglYMH8=,39,30,149,149,1,20160731,20160921,0
mT87zoPE72Y9oFDO/w0OU/iFhKezmKu8vuQ1DUU5nJ8=,41,30,149,149,1,20160918,20161018,0
M7DvMyU/jbvl7EtXc8YaGOSqvqKVoo75dac+hkTKEQM=,20,200,930,930,0,20160505,20161121,0
jtErKYYUnUO7Cy/8I19oV9lmlr5+fPxP3Mp71pCzJIc=,41,30,99,99,1,20160930,20161031,0
+wiIShNwriSPbzf7nGHpsPx28VpCWvg3kLd2hI/aO0c=,39,30,149,149,1,20160731,20160922,0
i7O73vBEnGFp3KDYJepXTKaWLYqsJb8iEADtFlJBZgo=,41,30,99,99,1,20161225,20170125,0
ZJD54OL/zjnrjzYT03tg29lB9x3qVS0dpbT8UtKApso=,41,30,99,99,1,20161116,20161216,0
IWJgt9cArYdr2UksunncZMyjQ9CetLveWAFlr1BijIM=,37,30,149,149,1,20161205,20170115,0
2M3PzkPdVQ3v8WGtTQR6O5pX5pggUyitXLwzWa+DkNc=,41,30,149,149,1,20160807,20160807,1
BwKP0v+2r9qWl/1hD6l/4ZTlGRsLwgN0TPDCcJBzdjM=,41,30,99,99,1,20160719,20160819,0
P+3zIrKabXvIlhaVFd7aMG26NYgvQJ7gTqTfRDIOQfU=,27,30,149,149,1,20160708,20160807,0
ekUy+PWmUTtFJUpoSqeSwvhuSTXJakfElOTd1Pahing=,41,30,149,149,1,20160713,20160814,0
pxOt674FKcinMJdMVJy2hMV4jOwSQ3OG/x84UnBQVKI=,36,30,180,180,0,20160813,20160912,0
5mgObFLjM6wU4R8SAvQn8pquU31hBxgprWE7nmZwd+k=,38,30,149,149,0,20160704,20160803,0
2Yx9JgSO6LXG/kUsOJ51PT0jpMjdC5IpMM++P8KoKIE=,41,30,99,99,1,20161204,20170104,0
+fWTCzzyxs0ZzdnXWl303OPTuXp6it6QZ2zSGNs8Td4=,41,30,99,99,1,20160911,20161011,0
DJY3HEdCcUaK7Z2cWsF1NVcS0avSJIgFe8r/G2isgAw=,37,30,149,149,1,20161108,20161208,0
owpfWLljBolRgs1Q0x0lw9PJigcPpyiPKx5UUdCpB+I=,40,30,149,149,1,20161101,20161130,0
5Om+mHgunkBtBDiRjNuDvhLOLonORgGPUuS4Wcr2viA=,41,30,99,99,1,20161130,20161231,0
0ZJGKOK+O0RkCSZA9s7iOn4+1KLwhDrW0s2lZI4YNRk=,33,30,149,149,1,20160731,20160831,0
ICRw+3y/nDRkwzmnQIoTMyJv3BpYD0uHqWASI5xPEZ8=,41,30,99,99,1,20160731,20160831,0
xvawd457M5GyMTtJd+YuU8GCjHDwX5wItwbc82JGUtM=,40,30,149,149,1,20160801,20160906,0
//qyinhKArFpug+XoxCVcMEQobfsxZvF/7Ac0mjD/NA=,41,30,129,129,1,20160913,20161014,0
zD/IJZJcoMujQ/bSubyeoYkP3gUSocE9dNPzfWND6VE=,41,30,99,99,1,20161103,20161203,0
rtLNaJtphZVkTcPzpMNbAfjSQaOQ6vC8QTUw9DfljmY=,38,30,149,149,0,20161222,20170122,0
sjRd9QNCxns5rxr3is5AdOEC/yIZCUfh5aZ9eW8CY/g=,41,30,149,149,1,20161108,20161208,0
eZP3gFu+Cd9TdJRL+dp5ngOLH1xdX6D+WCntNJhI0Yc=,33,30,149,149,1,20160831,20160930,0
55Kp9mobnhc/gKOw1rineUJuJVlFw5RnXg/2qXVY8z4=,39,30,149,149,1,20160930,20161111,0
o7T5TLU04RY7ESPGP37xc6+3vzTunU9XgByY+0LSpdU=,41,30,99,99,1,20160904,20161004,0
fRcKSekCv/vjkmiuGLdWo6Wa1wslQNLQxg3Wpu9ONY8=,41,30,149,149,1,20160824,20160925,0
MqWa8ywd/iaunyG0AFX9m+ZhzxJPyVEg+tYMozMosV4=,41,30,149,149,1,20161014,20161115,0
q+c2yOZfg36DYwF1JU7v9lf5XmDzWeblENDSmftJzrU=,41,30,149,149,1,20161104,20161205,0
6TugawcfBblszwN2oTldyOe3BWP4KVHe5unYAgUtH/Y=,36,30,180,180,1,20160810,20160909,0
L1rnQBdb+gn/U1DZLFFyflTGX51ko79q44BHPARcHHQ=,39,30,149,149,1,20160930,20161101,0
wb+4GUbOQa65/MzVc7ndjCykYQhDfbfib3fjbNDkPb8=,39,30,149,149,1,20160731,20160927,0
4NP9mo4kzUWPMZkSHnXQMM5dXF/QQMw630R39A9G1rM=,41,30,99,99,1,20160902,20161002,0
7gCY765TASCPEkWw5DBMFXyqGyME9VCT2sMLD+XHUhs=,41,30,99,99,1,20160925,20161025,0
y0V8T8pix9UH5ZhYPU/VF/ME9IKgXYrJ5DNS6VgBAts=,38,30,149,149,0,20160710,20160809,0
L0BqTIF5M7r1rsA78JJAZmA3ZPlxssLZuXSP6dfqL6A=,37,30,149,149,1,20161015,20161114,0
yguS56FmwslyXsdRsTy58UdjRnywQrSNhG5yPy+jd7M=,31,30,149,149,1,20160930,20161031,0
EVUILGJD5AMlpnv/1TyaHsosjk7fRA0UMa61r0UhzOY=,41,30,129,129,1,20161213,20170114,0
cEMHyGAwjSMi7IppmdcNJcM7OqkXnj96DKHe9TBDFog=,41,30,149,149,1,20160910,20161010,0
psXEVAwv9nWYb4246y8HgMeUSQbE1qHKF6uPcdVqlzM=,36,30,180,180,0,20161210,20170109,0
GbWRgiVTTQKM2UieJmdCr1vtlpTeycrhQNU2JQqxUAA=,41,30,99,99,1,20161022,20161122,0
1tb/T6r9FbVLwEE+X+LlouV3iNXJdgtHSqNSFMi/+BY=,41,30,149,149,1,20161216,20170116,0
S7kZilmdSouavn3ZqpYUUwdyy3NWUa3lNXBsK1ts4Hw=,41,30,99,99,1,20161216,20170116,0
VgKQYbYY3Xw/1PG6ZjFKTHUI9LlC8mJA6ot5u4p8n7s=,41,30,99,99,1,20161118,20161218,0
P5O0MLOPyTJ4WaSWf8XsQtNQVFJ5b7664bOrJ/9laNs=,41,30,149,149,1,20160812,20160913,0
1kUrOVs5BzHktZHYWELnBo51k0ilthR0UcKxYlY+XV8=,36,30,180,180,1,20160930,20161031,0
jK6+sj/yAIgKoZ242VzJDg3pK3Q72b2lJQwzwpvOrrU=,41,30,99,99,1,20160914,20161014,0
WnTvFMgDLblrLUYo9xWmO63lxcDMWFSDtQqkeNPZ9Ew=,41,30,149,149,1,20161130,20161231,0
AKJtj/HwhKbHGHEEploSlITSH+E+OjoZrzMOa9FvBAU=,41,30,99,99,1,20160731,20160831,0
pu/f+j0Ruf2Hqrfq5yOjh/sinfGAxJEZSqmzF0cF2Nk=,36,30,180,180,1,20161115,20161214,0
/rX3JduldLLRtfI7YRZ/lLKYAxNy9ePI0oFbHGb6EaA=,41,30,99,99,1,20161215,20170115,0
j5w+yKdva+5gQQoS8B4rgEZ9HcFi6T1/Y9gRO4b6yOg=,41,30,149,149,1,20160911,20161011,0
HH+SvmT2sGKdCyMLvNpA+jHEWLBp3VaNBrPz0tkAkyQ=,41,30,99,99,1,20161124,20161224,0
zGpwrmf6Na5uTXmtqzKysFZ+t3Krqq9YVB1nhocMrlY=,41,30,99,99,1,20161223,20170123,0
wy4vKR+8WB4sV9ZZOIg7bAuyZLktq3ke4gCzVfmpVsA=,41,30,129,129,1,20161207,20170107,0
F9O3xS3Hj+EvEhQ6M+jORwEE2R/5YnTURkOQ8kaC/5s=,36,30,180,180,1,20161015,20161114,0
KaT9qwnfLGvj/5IReIKGpLOVLocbKKadWKAJRCo4azs=,41,30,149,149,1,20160910,20161010,0
3Rpv+6yzEcptClIQUO9tB+oubFQf6D3bY3x+lEUwWW4=,38,30,149,149,0,20161203,20170104,0
PFI4crc2w5siiM22Q7AOV9pr7S+PVjExV4ds5oJYKpQ=,41,30,99,99,1,20161018,20161118,0
5UYVpsia5zjZ3hi8WpU+S3aCq/ehexUWAW+/BC9CUC8=,41,30,149,149,1,20161025,20161125,0
qrcUiTBqR1+DWldlhOWjugTVSTmRJ+sHz21aC6Q9jGs=,41,30,99,99,1,20161117,20161217,0
cYUHIQu13T2/iz54B2SrnHvq5khaBtE8fIJSNk69FIQ=,41,30,149,149,1,20161209,20170109,0
JKC5G7A1xHrAvHIDjnDp7CIUuIvAOJQRiP2edyrSaOs=,36,30,180,180,0,20161206,20170105,0
CozJ5Oxv48YrPDclSjp1S7gM8bIczBu92VcYBNYppP0=,41,30,99,99,1,20160729,20160831,0
JgYHBtBmTedygkJ/wqgxukUNIND6qYInqJvIVIvGbyI=,41,30,149,149,1,20161130,20161231,0
r0LbopSGj1tsyXlhElfzP9mWw2u1EhpEPVmI2/RErUI=,31,30,149,149,1,20161231,20170131,0
rbaGqe7EcBjs2wQxWydnZq54eQLDdpg5KLz3xpC/7Uc=,39,30,149,149,1,20160731,20160916,0
aqcTB+2Wro5197p3jsLCIeVl5qtHhm18Vvn1dkK5J+c=,41,30,149,149,1,20161217,20170117,0
KA9ufkhGS/jR4H/SxpxfSis5bZv6RW0zu2rCMywH7fU=,41,30,149,149,1,20150808,20161107,0
6mTGVkO25mkURL/vNRuZgFVfTc91dvg4w1Roc6c2GWM=,41,30,99,99,1,20161010,20161109,0
EkG0xYvvdbAReERvWd4maVctZ8IeMgUdmU2HQvdXYgQ=,41,30,99,99,1,20161024,20161124,0
lzDlweUuJwdUZn4MgOYFUUT6KbzdtDt+MoAPst42+zo=,41,30,99,99,1,20161213,20170113,0
2fGVNjC4XkTxSa5iteesV1MD4637icsC0vzKiZ8MnsY=,41,30,99,99,1,20160722,20160822,0
vxijYyGXSeveIeZSVnP1eihSwdCKTVRNlmnQm1xrlWU=,41,30,129,129,1,20161012,20161112,0
QgsB2JALtEj7XTi0Til9do/2jbtTJGjYMybtjRjZG8s=,41,30,99,99,1,20160725,20160825,0
kTcjNnpI0J/nrxxGu7OQNuJmzPZayd30Pi62OPhjhQc=,41,30,99,99,1,20161002,20161102,0
I5OQsg5YTinVXL86Xwcb1LuCJUPhA3MEXtSV1Ze49Tg=,41,30,99,99,1,20161204,20170104,0
+XVRz78HM3QOi7UokjAC36x6xq4cP1VlL16mmxlEf9I=,41,30,99,99,1,20160723,20160823,0
sYd21imZkE6SxDUVPwAn8J/lYwZ09SHAEIUavJaut9o=,39,30,149,149,1,20161031,20161214,0
6szK6EJu0WTyl8wmU9Pub28Pd8794BCllO1AwPCtRHo=,41,30,99,99,1,20161225,20170125,0
/EIO1+VoFHqUDo+oTv1zXtCgjxSFrZme3s0Rv6gZ53k=,41,30,99,99,1,20160712,20160812,0
ubDlIAlfojyAieOFuHfrOBPHQZvZx8NAvwG9eZ/OyxY=,38,30,149,149,0,20160707,20160806,0
CEkNonFiYbVED1EvOFWcqbWsc9bubnf4QmGlHLN8ilU=,36,30,180,180,1,20161025,20161124,0
ZfJNR0uf7YGQtvY1St1NydKcUW8M+KJ+cNd9tT1HhWs=,41,30,99,99,1,20160706,20160806,0
M0xixWFdtl+/9bVmLPhb38gSiWZwnrVnSX09b3GFUeo=,41,30,129,129,1,20160811,20161109,0
rgvtoRNCuqSIfSYOWSELCwtYD2ASDdb1k0clCqP0/Ek=,41,30,149,149,1,20161105,20161205,0
Tfsh01OqoZx4NBT8ukHeXDtnU4e+vAxWaA9paUV9XBU=,41,30,99,99,1,20161016,20161116,0
8ZTvNkxdWUNAX4ry8tEwC/CNFjAflGZSO1NnhQEk9Ms=,40,30,149,149,1,20160722,20160821,0
N7/L5UnjjwAv2b8bB/kadD6qXevdyc9icj6dGeLQi9g=,41,30,99,99,1,20161027,20161127,0
V9GATaqJ6rZOuQqzSXUKcOuUyTOsfAMSwb+Ylwmrjbc=,40,30,149,149,1,20161108,20161228,0
2oPhwlppZfLzws7d3xyoetfNLIt4V1YEKjNsz7kh/mA=,37,30,149,149,1,20161013,20161113,0
PIQkdj8PcoZBZ5WR3pIJkNpOxqgCagameBj5OcDKEzA=,40,30,149,149,1,20160726,20160826,0
+wKKkv1IM3+ygMFzuLAfnOqNrmsYMp3O35PW0/8jO7M=,41,30,99,99,1,20160809,20160909,0
Ysk9ZiyGmfk2YHFMmxZoFt/UKLnIUJHFGkWGELBnCIY=,40,30,149,149,1,20160705,20160805,0
iwgkgDp+zBNK4q+nyAtoEbagCd3aDJSy2PC34ZwzIKw=,40,30,149,149,1,20161208,20170108,0
GL2xAjyja2JlucJt5KDR7KVbkVZYB45PFSpa6LoLoFU=,37,30,149,149,1,20160926,20161025,0
8XX+TzUkrGkHIM8Z8SOqZCq8J2xXy1zJMxRxK3TmVBI=,41,30,99,99,1,20161102,20161202,0
IMR37TylqUx1E3RNN28ezycZxRULLLubLzAOkt88DfE=,40,30,149,149,1,20161219,20170120,0
DcKiDAivaW6wgRXIskLDHs8SqrbZPWH5XiPIXahfwuQ=,40,30,149,149,1,20161211,20170110,0
9Jm/aJssRjjZI4zEmUUr2IDXyW7X2rSrzdmHv1HZpu4=,41,30,149,149,1,20161112,20161212,0
ochKKWB95iV26LnDd8D+KuboFiMYks0p9f17fNeCSFo=,41,30,149,149,1,20161106,20161207,0
J1gwWXkyWKeY4ErCvnWG7Reycv3y98aJHt9x4xo0YCI=,41,30,99,99,1,20160826,20160926,0
07iqQa1O/A8guTtEMUjuWbN5D4hT71iQku2m7/z/h6s=,41,30,149,149,1,20161031,20161130,0
BES1nAjhuN3Uw1gDstDYZ0sUUGAhXkM8rhwN4vB4vog=,39,30,149,149,1,20161031,20161219,0
tKVu4Y0Dl9Nbw5IVnLd4/Ih38Pd3dPWkaAL+/RqzkkM=,34,30,149,149,1,20160731,20160831,0
7KcnBdVPC9TzLwOyB0frYHOXJfKdtprrtN3dA1EtkXs=,41,30,99,99,1,20160710,20160810,0
jniRqylMkIOzrQZHovwFg9lI/uaeAABn9KXxZlhswJs=,41,30,149,149,1,20161012,20161012,1
p/3Q9f9z7F5QLbLdErZA5FSUfIRwZqXaCkxXG/NS2Lk=,28,30,150,150,0,20161019,20161118,0
h552RI87fZ6C89moNrDfyahQyKeQGT248pNX2ggxmhQ=,41,30,99,99,1,20160702,20160802,0
ylxF4wrsXFBuBe0WPfl4ornK1eZExrw0rqTT10kQdHE=,38,30,149,149,0,20161031,20161130,0
G0NglEGebVQ+NVwMOePk0fqEhEGqnMtgZQQJgXDKzUY=,31,30,149,149,1,20160831,20160930,0
RbO/XgcuzlGKh0PD7MzXmNgkahir/zovBCJdmwt9w7A=,31,30,149,149,1,20161130,20161231,0
x7aXkPjniwArSH27q4AILzkF21GCg/BweeigCZx3jpI=,41,30,149,149,1,20161130,20161231,0
cQoIJDeOEoxJVvnaKlYejrImHEaE5mipxdAhWPXnp7c=,41,30,149,149,1,20161226,20170127,0
WyeI+b/nWalwluzEA7i+MKvGSEraMO6DTiLJNyWXW6I=,41,30,149,149,1,20160716,20160816,0
AZIzlJ/E9hrWomR2/QJW7W+i0JDKD/oQf+TjlLrwrdU=,41,30,99,99,1,20160819,20160919,0
O4r26+3zkCpFmTQ140gTB2GboksS8p8E9flFQSC4tKU=,41,30,99,99,1,20161010,20161110,0
zcNajDgRWAw2gD1T/XjjIUKUFh9PIPMl8GT+p34fh/M=,41,30,99,99,1,20161007,20161107,0
PjwhT1lHlSBdvc9dV6x4WTXeDXAHffZvCNVrqq5sq9c=,41,30,99,99,1,20160804,20160904,0
721xKLVNu1x+2q1wr4wuE+q228cx8bud60KWb6tXY0s=,41,30,149,149,1,20160910,20161010,0
C1RqkhoTNe8zmGYx5E2E+5O9rbCpwIYfinoXHRp7H98=,40,30,149,149,1,20161204,20170103,0
ahr58mWZIWVZj7pbf9eNvtqSchFpER6R7u6WeNYlrIM=,40,30,149,149,1,20161101,20161130,0
FaniZiXGWXAPzQWcjRvn25BFiYktY/kD5MmVngVQias=,41,30,99,99,1,20160930,20161031,0
kDd39VSB6oBsLUjuswX1QZcJxeIJa4S4kPruikvWCGM=,39,30,149,149,1,20160731,20160928,0
nuv6B+qCPpmzbwhbAVFcQbNOi8ZEJ645cZzNII6XfNA=,40,30,149,149,1,20160919,20161018,0
mwk6wVSUeG1h0zCA7AzpgIq+9NjkotYu/Axq+Y/Jpkc=,41,30,99,99,1,20161003,20161103,0
3XmAmZMSVLBftgmUuDw344Wa6bGC+LxjmBCS872zFrE=,41,30,149,149,1,20160706,20160806,0
dpuCkh9LH0dVCFDxVofDUEuonavSud/5E/sy9y+Go4g=,41,30,99,99,1,20160707,20160807,0
gBpVaa2bpx0tFbuHrJrFq4CwZ7uxifAKxbP2wyqMxSY=,41,30,99,99,1,20160704,20160804,0
UseTsl/Dol1Ecb/JVQAXeahdZ4qvAxlnlwknpuZgDDY=,37,30,149,149,1,20160712,20160811,0
E8liXyx9v77+qm2oxpx8akgyfcFYRJCXp7gGEuK3a2A=,37,30,149,149,1,20160907,20161006,0
6L5uD9mGTn8d00lKpBuIV83R8upYCiviiTWqya7ezEA=,41,30,149,149,1,20160918,20161018,0
+k2gdJUQ+2FDdjeKMjp2xpmmJvBi1DjqD+1FD5e2BPo=,41,30,99,99,1,20160824,20160924,0
cPYXCH2eUAWWtqUNGvvr3u2ojPlOWLnqWKs9ppd/1J8=,34,30,149,149,1,20160831,20160930,0
GWigEU0Q0QnjzRGVYSjMMpPHQiqVOtBn/f5dp2HxLog=,39,30,149,149,1,20160930,20161107,0
BH7HhmUw0FvIogVGWcaY4iOWEjXt2ZwPLTcFMshBGa4=,34,30,149,149,1,20160731,20160831,0
zu0tusBGwCsEN0MI7ZN+svv2Fdd3Cp+wHummsuxXq3c=,41,30,99,99,1,20160812,20160912,0
XZiGdQXn1bt1HO3VrCdlSg7mexFXxv2vVitH7xo2S2w=,41,30,99,99,1,20160825,20161004,0
I8nGzmyJb+Eg/Dz5FRXK9hiwuFl8HIzAdO31Tr2omP4=,39,30,149,149,1,20161031,20161221,0
ckRCe1dO+L38BvlspK1yT1rJO+Rb/uIX383MWTqyN48=,33,30,149,149,1,20161231,20170131,0
IBAI9Y1R7q+pOexN5iOg2jg6r6MokJHmemDBKJFKGDM=,34,30,149,149,1,20160930,20161031,0
0WDJZShRJv8ocF3ZhMUlsNIsMLax3c3GGrtQQuRC5nE=,41,30,99,99,1,20161226,20170126,0
iHxDwxwq+AjagHX76TF6Bo9GRmd8AWmVnFTF1yO+zC4=,41,30,129,129,1,20150817,20160927,0
HnoJcwcXgEqXfMX0zlBV/E2/LGxHGv9523ZbxweDyzk=,41,30,99,99,1,20161027,20161127,0
GQAIgkLn8WayAcokQjwkgv/HttAt3aej2rigpV9SXvw=,41,30,129,129,1,20160704,20160804,0
hZPcUAZbtP59LgTa2B73y1lZBwZ8d3d2zD/SMPkqk1E=,40,30,149,149,1,20161018,20161117,0
pn6pfR/5Sq11hHqdZEy5iPfnFLboacbzPYTvgsExdRU=,37,30,149,149,1,20161101,20161201,0
7q6KLBuMPq4W4YheeIWASrZxxS187dc3KQoqoO+qxak=,31,30,149,149,1,20160831,20160930,0
44PbIeXdquGU9gAl3A7KnjEtYKdV5VWWm+IiEtilNAs=,41,30,99,99,1,20161006,20161106,0
pPrY4qSFWAWO6QpzLvY4VMQ/ksDdNYtWrsZ1ONPjEdI=,41,30,149,149,1,20161102,20161202,0
uaXqtnAwSyryeCkjZ8apd8C3E4Wrbl+q57MJVFoMrhQ=,40,30,149,149,1,20160714,20160813,0
ZJaoVopT/oGT6NlWEwKoPqaNMH7gJpKW8rEAa/uZxA0=,41,30,99,99,1,20161010,20161110,0
egDh+gGXviKOSny39M+6enS61BKbTv/+T40dOu+SrhA=,40,30,149,149,1,20161015,20161117,0
qRYTakXb4MmglgrL2mNyZ9MH+8BU8z7pQ98W/rQZvuw=,41,30,99,99,1,20161031,20161130,0
+LXaDkYBrOOi1LJp5TP8Y49z0D7WvhUgGFZXQVfkjKo=,40,30,149,149,1,20161201,20170106,0
nk3NaMHdx671gL44k1tXLTswriXCHfR1ruFYXy16smo=,33,30,149,149,1,20160930,20161031,0
5wR72d57+uzt7SOB2WYqTi50GbPDwwYHJqwOcida+V0=,41,30,149,149,1,20161009,20161110,0
P8BnMDQZT7BZjWGfDPI+9Cm7qXIlvpCcO3MAnJw8B88=,41,30,99,99,1,20160727,20160827,0
rT8IPYrkckspqb4UKmOLBAGNS2pPYcOdSTWPb90F9mE=,41,30,129,129,1,20161017,20161117,0
VqJYbFnpkgu6AJjdXsfeMqy7y5JT1XmT3s7PquVXJ8I=,41,30,99,99,1,20161113,20161213,0
7ra5ihdlUTfQvS03w1l+iw5eU1MD05iCce7VWqGhyx0=,36,30,180,180,1,20161024,20161123,0
eL6fei3mw4wPBBty0soKgeJM1AHZe3qd3d4lnAsY0Jo=,41,30,99,99,1,20161203,20170103,0
65mGLuNDjTuh2jwq3hblPK3AEH7UDX8cDLEQG1YZa5s=,38,30,149,149,0,20160717,20160816,0
1/fKgFBi5/qEV5tbjsDDPdYpFoOZgb8sYQCHtpv0e1w=,41,30,129,129,1,20161219,20170119,0
rOAT6VlTVBCP5IvUnj67XefnWAwcH0wCBKNux9Hw/qI=,41,30,129,129,1,20160927,20161027,0
RTBDHsmoSWruPB0IRcDW2jQQAwkSV38LyRMBozYrUzw=,41,30,149,149,1,20160925,20161025,0
PGMtNlDYafHj+Ja0gC8E3laq4zroFKSsFbFVGZkCtU0=,41,30,99,99,1,20160714,20160814,0
y/0gRaKYZ+aeAq2yXmBMy0JrDCPt+HO5hVQ6xUbcK1Q=,32,90,298,298,0,20160812,20161110,0
N/2NCgknom6WhaClh7E6EUwdzZNLqHD84n72GVl72wQ=,41,30,149,149,1,20160719,20160819,0
hJrYs9yUYxMyRMf9H+Y+noi0DiP0S8+E3SbWK9gpsKE=,41,30,129,129,1,20161010,20161110,0
vmVsJmAzJYHTYVnqSJgYYWWrQ6+qSPw6SUdAD/hdcnk=,41,30,149,149,1,20160822,20160922,0
OGFl3ZN4rA22LbaNQhj4dx8xsdGKvOuAU7l6Zp5GgCo=,41,30,149,149,1,20161023,20161123,0
lzl3QcsL2uJ8d3sSs2YCsWpolcofyo+0loZqvMgZqy0=,41,30,149,149,1,20161220,20170120,0
GJzbhe8Rr0WRX2Opra1z43WiKtuc4Ppl3eL9RAQYTtM=,41,30,99,99,1,20161209,20170109,0
Q+dX5N2jArYX+RsHA7IJJNeNT6dcYB5lJ6z7UkbTyO4=,34,30,149,149,1,20161031,20161130,0
ZNYXu0W939sc8eTSF8hf2RNdCMG6d1OlJrnLyefEyzc=,39,30,149,149,1,20161031,20161205,0
rzODn6oVV/JN2y/g12MzRUEyA+wfXafU0aGtKdssyvw=,33,30,149,149,1,20160731,20160831,0
j7HVz8iACqUO9uH+cRBUmg4P3EOddCDAXlCZt28xjVg=,41,30,99,99,1,20160907,20161007,0
CeIxfOrYRBK2BRac6dcdcC2CbvrCd7HRNkC1IJkbIVI=,40,30,149,149,1,20160804,20160904,0
hCVE9XhidZVUA8z8v6pQ0Y82J6VqnqRsetLtoxgfvq0=,33,30,149,149,1,20160831,20160930,0
Ft3m75Zt3oich2zsGpgRNEcqalVQRvLmGb+62YH/8Z0=,41,30,149,149,1,20160930,20161031,0
o7N0tbOs/v0Exp6N60Y6XUY/bFEFyaycA1MyFu4lYbo=,41,30,129,129,1,20160731,20160901,0
5KIqegx99j+HVO0OSFghskoddpi9Si4atPwiQia4Ie4=,41,30,149,149,1,20161223,20170123,0
PFBT3EpB+4C/xM29txGpNcid+uL9HK2Ad5g6TpAj27A=,41,30,100,100,1,20160918,20161018,0
gbb8v+Hez8g9yPTiB2bScGf7GszUxkfB7zlKlmeljkM=,40,30,149,149,1,20160807,20160914,0
iY4WYWMHxSohKjCgvsT+8pKSS/7G2xp1ghoO8o60A9M=,41,30,149,149,1,20161107,20161207,0
R9Fa9l1DdrktCUJor9Uo88Dy8o2kUl3HV0qiiTpktJY=,41,30,99,99,1,20161007,20161107,0
zXZIo7+EveQyJWHqZ07FXxEuFHQ4TI2AqDtqUewNlZk=,36,30,180,180,1,20160821,20160920,0
gKxvCQR2639EHSm7jl0yVHC26PSnJIZ1sYWI8XDzou4=,39,30,149,149,1,20161130,20170107,0
8h6LCUZ1vYuEpmUtZxgKlENz/xLK4t37YTiX/eqp098=,37,30,149,149,1,20160722,20160828,0
HJEnXlXD7bH9E6m2l+FMkgyeq9Qdnr4a4AzlXlCR/7A=,36,30,180,180,1,20161013,20161112,0
T79Sd3T4V/YvWDRmVB7DqZN7EHPeZ6rbqL1kQY6pZhc=,40,30,149,149,1,20161005,20161104,0
/+HmqVC9cLLGwflOk91pxv0lhMg97/FD/uyXtzoh2jE=,41,30,99,99,1,20161214,20170114,0
ygGwJBp6EsINU5eTZxCtgEyp6aQZjL74SZcfdecziAI=,37,30,149,149,1,20161119,20161218,0
GQpPpzAiv+8ZUnSZWdKWpGaZx4HVYJcNd42Xwrfykzg=,41,30,99,99,1,20161012,20161112,0
56m94cUMC1vZ/FtSa+UMgh6q9jIh5GyzZ6BCuciDKK0=,41,30,129,129,1,20160725,20160826,0
CjhOG0UO0rhPG5OcuC4tR7dapvRPQsWN+loAC6QqrJs=,41,30,149,149,1,20161109,20161209,0
W8RA6S9ZgWJCPc59DLvGkrZjtzs7BFkhyLmR6GoeWX8=,39,30,149,149,1,20161031,20161227,0
z0q2mMeTXliv/vGbDSRwBXWe6kiJp5y3UBzRZDpepX4=,39,30,149,149,1,20161031,20161225,0
28W2RohZMMCaPmPsiylK36hgwGDekXN2JSbJv+9EA9M=,41,30,129,129,1,20161214,20170115,0
Q0KcoC01CKfA5ehG7oP4tJSKUybJ0VFTZTp0frQLszE=,41,30,99,99,1,20161115,20161215,0
jv1O/7/Aowi9gu/0N1zYYIbHge0ym6xwhXmM8BbsKuA=,41,30,100,100,1,20161106,20161206,0
